id_represados,der,protocolo,servicos,siape_numerico,dias_represados,dt_extracao,upload,observacao,status,motivo_status,dt_previsao_conclusao,create_at,update_at,delete_at
908,2021-06-14,1651021577,Benefício Assistencial ao Idoso,2019533,237,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
909,2021-06-14,2141290169,Pensão por Morte Urbana,1434383,237,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
910,2021-06-15,191927381,Benefício Assistencial ao Idoso,2019533,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
911,2021-06-15,622565083,Aposentadoria por Tempo de Contribuição,1380187,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
912,2021-06-15,1240151422,Aposentadoria por Tempo de Contribuição,1380187,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
913,2021-06-15,1501626253,Aposentadoria por Idade Urbana,1452743,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
914,2021-06-15,1622163290,Aposentadoria por Tempo de Contribuição,1380187,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
915,2021-06-15,1823242077,Benefício Assistencial ao Idoso,2019533,236,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
916,2021-06-16,118585574,Aposentadoria por Tempo de Contribuição,6892616,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
917,2021-06-16,369530227,Aposentadoria por Tempo de Contribuição,6892616,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
918,2021-06-16,605189715,Auxílio-Doença - Urbano (Acerto Pós-perícia),2019496,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
919,2021-06-16,610768484,Aposentadoria por Tempo de Contribuição,6892616,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
920,2021-06-16,741117471,Pensão por Morte Urbana,1988570,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
921,2021-06-16,1161087201,Aposentadoria por Idade Urbana,1452743,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
922,2021-06-16,1997919236,Aposentadoria por Tempo de Contribuição,6892616,235,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
923,2021-06-17,255369352,Pensão por Morte Urbana,1420929,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
924,2021-06-17,446721205,Pensão por Morte Urbana,2019533,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
925,2021-06-17,575293670,Benefício Assistencial à Pessoa com  Deficiência,892962,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
926,2021-06-17,661622314,Pensão por Morte Rural,6892616,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
927,2021-06-17,1115650939,Aposentadoria da Pessoa com  Deficiência por Idade,1380187,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
928,2021-06-17,1554590822,Benefício Assistencial à Pessoa com  Deficiência,892962,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
929,2021-06-17,1623549950,Benefício Assistencial à Pessoa com  Deficiência,1452743,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
930,2021-06-17,1711309198,Pensão por Morte Urbana,6896215,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
931,2021-06-17,1775363842,Aposentadoria por Idade Urbana,1452743,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
932,2021-06-17,1798297441,Pensão por Morte Urbana,1434383,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
933,2021-06-17,1904458111,Benefício Assistencial à Pessoa com  Deficiência,892962,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
934,2021-06-17,1937203661,Benefício Assistencial à Pessoa com  Deficiência,892962,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
935,2021-06-17,2145180414,Auxílio-Doença - Urbano (Acerto Pós-perícia),1380189,234,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
936,2021-06-18,165109502,Benefício Assistencial à Pessoa com  Deficiência,892962,233,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
937,2021-06-18,424558611,Benefício Assistencial à Pessoa com  Deficiência,892962,233,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
938,2021-06-18,539308754,Benefício Assistencial à Pessoa com  Deficiência,892962,233,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
939,2021-06-19,1138109659,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,1567596,232,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
940,2021-06-19,1454800462,Aposentadoria por Tempo de Contribuição,6894328,232,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
941,2021-06-21,234226961,Aposentadoria por Tempo de Contribuição,6894328,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
942,2021-06-21,290899925,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
943,2021-06-21,327916748,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
944,2021-06-21,355109918,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,1567596,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
945,2021-06-21,801261447,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
946,2021-06-21,837586431,Aposentadoria por Idade Urbana,1452743,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
947,2021-06-21,1011158369,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
948,2021-06-21,1055609649,Aposentadoria por Tempo de Contribuição,6892616,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
949,2021-06-21,1083403789,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
950,2021-06-21,1252566659,Pensão por Morte Urbana,1434383,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
951,2021-06-21,1553632229,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
952,2021-06-21,1560562436,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
953,2021-06-21,1747701644,Auxílio-Doença - Urbano (Acerto Pós-perícia),2019496,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
954,2021-06-21,2006256640,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
955,2021-06-21,2118406478,Benefício Assistencial à Pessoa com  Deficiência,892962,230,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
956,2021-06-22,215101459,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
957,2021-06-22,602091125,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
958,2021-06-22,722680939,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
959,2021-06-22,882286910,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
960,2021-06-22,935556325,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
961,2021-06-22,1023230556,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
962,2021-06-22,1308377750,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
963,2021-06-22,1390499601,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
964,2021-06-22,1489252203,Salário-Maternidade Urbano,2120901,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
965,2021-06-22,1893159911,Aposentadoria por Idade Urbana,1452743,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
966,2021-06-22,2013632468,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
967,2021-06-22,2097302179,Benefício Assistencial à Pessoa com  Deficiência,892962,229,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
968,2021-06-23,788107558,Aposentadoria por Idade Urbana,1452743,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
969,2021-06-23,1177043781,Pensão por Morte Urbana,892962,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
970,2021-06-23,1436317004,Auxílio-Doença - Urbano (Acerto Pós-perícia),1991890,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
971,2021-06-23,1452203140,Aposentadoria por Idade Urbana,1452743,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
972,2021-06-23,1546403029,Benefício Assistencial à Pessoa com  Deficiência,892962,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
973,2021-06-23,1929015867,Benefício Assistencial à Pessoa com  Deficiência,892962,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
974,2021-06-23,2112379219,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,1380187,228,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
975,2021-06-24,173095135,Benefício Assistencial à Pessoa com  Deficiência,1380206,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
976,2021-06-24,406978100,Aposentadoria por Idade Rural,892646,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
977,2021-06-24,885907419,Aposentadoria por Idade Rural,892646,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
978,2021-06-24,1152307271,Benefício Assistencial à Pessoa com  Deficiência,892962,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
979,2021-06-24,1359316597,Benefício Assistencial à Pessoa com  Deficiência,1380206,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
980,2021-06-24,1501174893,Aposentadoria por Tempo de Contribuição,6892616,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
981,2021-06-24,1507583294,Benefício Assistencial à Pessoa com  Deficiência,892962,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
982,2021-06-24,1585439723,Benefício Assistencial à Pessoa com  Deficiência,1380206,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
983,2021-06-24,1708146128,Benefício Assistencial à Pessoa com  Deficiência,892962,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
984,2021-06-24,1995755833,Aposentadoria por Tempo de Contribuição,6892616,227,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
985,2021-06-25,219748023,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
986,2021-06-25,394776953,Aposentadoria por Tempo de Contribuição,1380187,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
987,2021-06-25,636962100,Pensão por Morte Urbana,1988570,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
988,2021-06-25,738288618,Aposentadoria por Tempo de Contribuição,1380187,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
989,2021-06-25,936421181,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,1380187,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
990,2021-06-25,1053809720,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
991,2021-06-25,1151674060,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
992,2021-06-25,1245873949,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
993,2021-06-25,1290612520,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
994,2021-06-25,1550114406,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
995,2021-06-25,1943917021,Benefício Assistencial à Pessoa com  Deficiência,892962,226,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
996,2021-06-28,368609839,Benefício Assistencial ao Idoso,1380195,223,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
997,2021-06-28,1685631762,Salário-Maternidade Urbano,2120901,223,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
998,2021-06-29,982062699,Benefício Assistencial ao Idoso,1380195,222,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
999,2021-06-29,1229794374,Pensão por Morte Urbana,1951332,222,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1000,2021-06-29,1233661099,Aposentadoria por Tempo de Contribuição,1567596,222,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1001,2021-06-30,87731049,Aposentadoria por Tempo de Contribuição,6894328,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1002,2021-06-30,271126641,Aposentadoria por Tempo de Contribuição,6892616,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1003,2021-06-30,514311454,Pensão por Morte Urbana,1988570,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1004,2021-06-30,1103927768,Benefício Assistencial ao Idoso,1380195,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1005,2021-06-30,1141794761,Salário-Maternidade Urbano,2121612,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1006,2021-06-30,1156883503,Pensão por Morte Urbana,1420929,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1007,2021-06-30,1165074279,Aposentadoria por Tempo de Contribuição,6892616,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1008,2021-06-30,1175434423,Benefício Assistencial ao Idoso,1380195,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1009,2021-06-30,1233479362,Pensão por Morte Urbana,2390144,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1010,2021-06-30,1484051707,Benefício Assistencial ao Idoso,1380195,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1011,2021-06-30,1494098172,Aposentadoria por Tempo de Contribuição,6892616,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1012,2021-06-30,1775097201,Pensão por Morte Rural,892590,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1013,2021-06-30,2138382264,Aposentadoria por Tempo de Contribuição,6892616,221,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1014,2021-07-01,352550801,Aposentadoria por Idade Rural,892646,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1015,2021-07-01,455999761,Benefício Assistencial ao Idoso,1380195,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1016,2021-07-01,924164388,Salário-Maternidade Urbano,1986642,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1017,2021-07-01,1288774500,Aposentadoria por Tempo de Contribuição,6892616,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1018,2021-07-01,1307946927,Aposentadoria por Tempo de Contribuição,6892616,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1019,2021-07-01,1393451790,Acerto para Integração - SIBE,1452725,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1020,2021-07-01,1434813200,Aposentadoria por Tempo de Contribuição,6894328,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1021,2021-07-01,1572628885,Aposentadoria por Tempo de Contribuição,6892616,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1022,2021-07-01,1727831640,Acerto para Integração - SIBE,1452725,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1023,2021-07-01,2113587125,Benefício Assistencial ao Idoso,1380195,220,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1024,2021-07-02,120236233,Pensão por Morte Urbana,892962,219,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1025,2021-07-02,846733044,Pensão por Morte Urbana,892962,219,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1026,2021-07-05,128781763,Aposentadoria por Tempo de Contribuição,6892616,216,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1027,2021-07-05,841939966,Benefício Assistencial à Pessoa com  Deficiência,1452725,216,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1028,2021-07-05,1041104436,Aposentadoria por Idade Rural,892646,216,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1029,2021-07-05,1153934410,Aposentadoria por Tempo de Contribuição,6892616,216,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1030,2021-07-05,1855556917,Pensão por Morte Urbana,1988570,216,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1031,2021-07-06,550026747,Pensão por Morte Urbana,1988570,215,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1032,2021-07-06,1197922514,Auxílio-Doença - Urbano (Acerto Pós-perícia),1991890,215,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1033,2021-07-06,1301221977,Aposentadoria por Idade Rural,892646,215,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1034,2021-07-06,1739050788,Aposentadoria por Tempo de Contribuição,6892616,215,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1035,2021-07-07,43265197,Aposentadoria por Tempo de Contribuição,6892616,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1036,2021-07-07,465553792,Pensão por Morte Urbana,1420929,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1037,2021-07-07,481721367,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1038,2021-07-07,524885689,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1039,2021-07-07,662622208,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1040,2021-07-07,1080246684,Aposentadoria por Tempo de Contribuição,6894328,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1041,2021-07-07,1111039825,Aposentadoria por Tempo de Contribuição,6892616,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1042,2021-07-07,1440324620,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1043,2021-07-07,1563834269,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1044,2021-07-07,1624230313,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1045,2021-07-07,1651880808,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1046,2021-07-07,1716999599,Aposentadoria por Tempo de Contribuição,6892616,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1047,2021-07-07,1740985642,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1048,2021-07-07,1929215386,Acerto para Integração - SIBE,1452725,214,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1049,2021-07-08,61118427,Aposentadoria por Idade Rural,892646,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1050,2021-07-08,510254271,Acerto para Integração - SIBE,1452725,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1051,2021-07-08,1399957025,Acerto para Integração - SIBE,1452725,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1052,2021-07-08,1410179375,Acerto para Integração - SIBE,1452725,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1053,2021-07-08,1680073644,Acerto para Integração - SIBE,1452725,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1054,2021-07-08,2098058725,Aposentadoria por Idade Rural,892646,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1055,2021-07-08,2113774827,Acerto para Integração - SIBE,1452725,213,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1056,2021-07-09,874427595,Acerto para Integração - SIBE,1452725,212,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1057,2021-07-10,1588350951,Auxílio-Doença - Urbano (Acerto Pós-perícia),1380189,211,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1058,2021-07-11,1053317399,Aposentadoria por Idade Rural,1634219,210,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1059,2021-07-11,1282993571,Acerto para Integração - SIBE,1452725,210,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1060,2021-07-11,1931203017,Acerto para Integração - SIBE,1452725,210,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1061,2021-07-12,139910042,Acerto para Integração - SIBE,1452725,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1062,2021-07-12,403390059,Acerto para Integração - SIBE,1452725,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1063,2021-07-12,694631975,Pensão por Morte Rural,892590,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1064,2021-07-12,740833390,Acerto para Integração - SIBE,1452725,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1065,2021-07-12,921133260,Acerto para Integração - SIBE,1452725,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1066,2021-07-12,1062071054,Aposentadoria por Tempo de Contribuição,1567596,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1067,2021-07-12,1115308229,Aposentadoria por Idade Urbana,1452973,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1068,2021-07-12,1609959501,Acerto para Integração - SIBE,1452725,209,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1069,2021-07-13,27264787,Aposentadoria por Tempo de Contribuição,1567596,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1070,2021-07-13,864958695,Acerto para Integração - SIBE,1452725,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1071,2021-07-13,1133821058,Benefício Assistencial ao Idoso,1380195,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1072,2021-07-13,1427387691,Aposentadoria por Tempo de Contribuição,1567596,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1073,2021-07-13,1545377200,Acerto para Integração - SIBE,1452725,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1074,2021-07-13,1865955266,Aposentadoria por Tempo de Contribuição,1567596,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1075,2021-07-13,1880437186,Acerto para Integração - SIBE,1452725,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1076,2021-07-13,1890457262,Aposentadoria por Tempo de Contribuição,1567596,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1077,2021-07-13,2118049083,Acerto para Integração - SIBE,1452725,208,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1078,2021-07-14,235347095,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1079,2021-07-14,290132130,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1080,2021-07-14,818411361,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1081,2021-07-14,935421741,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1082,2021-07-14,945840513,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1083,2021-07-14,1046800575,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1084,2021-07-14,1057840855,Auxílio-Doença - Urbano (Acerto Pós-perícia),2019496,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1085,2021-07-14,1095229986,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1086,2021-07-14,1233913395,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1087,2021-07-14,1265855700,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1088,2021-07-14,1270402561,Benefício Assistencial ao Idoso,1380195,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1089,2021-07-14,1313083170,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1090,2021-07-14,1427428765,Aposentadoria por Idade Rural,1376730,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1091,2021-07-14,1496349801,Aposentadoria por Idade Rural,892646,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1092,2021-07-14,1657398079,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1093,2021-07-14,1774173944,Aposentadoria por Idade Rural,892646,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1094,2021-07-14,1787793992,Benefício Assistencial ao Idoso,1380195,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1095,2021-07-14,1871645440,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1096,2021-07-14,1899609614,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1097,2021-07-14,1940886007,Acerto para Integração - SIBE,1452725,207,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1098,2021-07-15,68394666,Aposentadoria por Tempo de Contribuição,6894328,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1099,2021-07-15,73633367,Aposentadoria por Tempo de Contribuição,6892616,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1100,2021-07-15,77415075,Aposentadoria por Tempo de Contribuição,6892616,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1101,2021-07-15,318568315,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,1567596,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1102,2021-07-15,604348720,Pensão por Morte Urbana,6892616,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
1103,2021-07-15,626669645,Aposentadoria por Tempo de Contribuição,6894328,206,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
